Comunidades y Ciudades Autónomas	Viajeros y pernoctaciones	Residencia	Periodo	Total
06 Cantabria	Pernoctaciones	Total 	2018M01	23.291
06 Cantabria	Pernoctaciones	Residentes en España	2021M08	147.190
06 Cantabria	Pernoctaciones	Residentes en España	2021M07	97.663
06 Cantabria	Pernoctaciones	Residentes en España	2021M06	33.695
06 Cantabria	Pernoctaciones	Residentes en España	2021M05	8.802
06 Cantabria	Pernoctaciones	Residentes en España	2021M04	3.278
06 Cantabria	Pernoctaciones	Residentes en España	2021M03	3.301
06 Cantabria	Pernoctaciones	Residentes en España	2021M02	2.677
06 Cantabria	Pernoctaciones	Residentes en España	2021M01	3.777
06 Cantabria	Pernoctaciones	Residentes en España	2020M12	2.515
06 Cantabria	Pernoctaciones	Residentes en España	2020M11	3.764
06 Cantabria	Pernoctaciones	Residentes en España	2020M10	16.258
06 Cantabria	Pernoctaciones	Residentes en España	2020M09	53.071
06 Cantabria	Pernoctaciones	Residentes en España	2020M08	143.751
06 Cantabria	Pernoctaciones	Residentes en España	2020M07	99.243
06 Cantabria	Pernoctaciones	Residentes en España	2020M06	7.048
06 Cantabria	Pernoctaciones	Residentes en España	2020M05	.
06 Cantabria	Pernoctaciones	Residentes en España	2020M04	0
06 Cantabria	Pernoctaciones	Residentes en España	2020M03	2.671
06 Cantabria	Pernoctaciones	Residentes en España	2020M02	11.826
06 Cantabria	Pernoctaciones	Residentes en España	2020M01	13.531
06 Cantabria	Pernoctaciones	Residentes en España	2019M12	26.102
06 Cantabria	Pernoctaciones	Residentes en España	2019M11	18.739
06 Cantabria	Pernoctaciones	Residentes en España	2019M10	24.137
06 Cantabria	Pernoctaciones	Residentes en España	2019M09	49.243
06 Cantabria	Pernoctaciones	Residentes en España	2019M08	133.003
06 Cantabria	Pernoctaciones	Residentes en España	2019M07	95.254
06 Cantabria	Pernoctaciones	Residentes en España	2019M06	34.294
06 Cantabria	Pernoctaciones	Residentes en España	2019M05	24.503
06 Cantabria	Pernoctaciones	Residentes en España	2019M04	32.838
06 Cantabria	Pernoctaciones	Residentes en España	2019M03	14.577
06 Cantabria	Pernoctaciones	Residentes en España	2019M02	7.239
06 Cantabria	Pernoctaciones	Residentes en España	2019M01	8.507
06 Cantabria	Pernoctaciones	Residentes en España	2018M12	33.382
06 Cantabria	Pernoctaciones	Residentes en España	2018M11	26.405
06 Cantabria	Pernoctaciones	Residentes en España	2018M10	32.653
06 Cantabria	Pernoctaciones	Residentes en España	2018M09	72.374
06 Cantabria	Pernoctaciones	Residentes en España	2018M08	134.235
06 Cantabria	Pernoctaciones	Residentes en España	2018M07	108.661
06 Cantabria	Pernoctaciones	Residentes en España	2018M06	49.532
06 Cantabria	Pernoctaciones	Residentes en España	2018M05	29.731
06 Cantabria	Pernoctaciones	Residentes en España	2018M04	36.867
06 Cantabria	Pernoctaciones	Residentes en España	2018M03	37.370
06 Cantabria	Pernoctaciones	Residentes en España	2018M02	19.232
06 Cantabria	Pernoctaciones	Residentes en España	2018M01	18.755
06 Cantabria	Pernoctaciones	Residentes en el Extranjero	2021M08	6.588
06 Cantabria	Pernoctaciones	Residentes en el Extranjero	2021M07	2.744
06 Cantabria	Pernoctaciones	Residentes en el Extranjero	2021M06	1.390
06 Cantabria	Pernoctaciones	Residentes en el Extranjero	2021M05	905
06 Cantabria	Pernoctaciones	Residentes en el Extranjero	2021M04	171
06 Cantabria	Pernoctaciones	Residentes en el Extranjero	2021M03	1.158
06 Cantabria	Pernoctaciones	Residentes en el Extranjero	2021M02	233
06 Cantabria	Pernoctaciones	Residentes en el Extranjero	2021M01	395
06 Cantabria	Pernoctaciones	Residentes en el Extranjero	2020M12	206
06 Cantabria	Pernoctaciones	Residentes en el Extranjero	2020M11	126
06 Cantabria	Pernoctaciones	Residentes en el Extranjero	2020M10	1.321
06 Cantabria	Pernoctaciones	Residentes en el Extranjero	2020M09	614
06 Cantabria	Pernoctaciones	Residentes en el Extranjero	2020M08	3.290
06 Cantabria	Pernoctaciones	Residentes en el Extranjero	2020M07	1.791
06 Cantabria	Pernoctaciones	Residentes en el Extranjero	2020M06	105
06 Cantabria	Pernoctaciones	Residentes en el Extranjero	2020M05	.
06 Cantabria	Pernoctaciones	Residentes en el Extranjero	2020M04	0
06 Cantabria	Pernoctaciones	Residentes en el Extranjero	2020M03	541
06 Cantabria	Pernoctaciones	Residentes en el Extranjero	2020M02	1.303
06 Cantabria	Pernoctaciones	Residentes en el Extranjero	2020M01	819
06 Cantabria	Pernoctaciones	Residentes en el Extranjero	2019M12	2.000
06 Cantabria	Pernoctaciones	Residentes en el Extranjero	2019M11	2.758
06 Cantabria	Pernoctaciones	Residentes en el Extranjero	2019M10	6.937
06 Cantabria	Pernoctaciones	Residentes en el Extranjero	2019M09	11.105
06 Cantabria	Pernoctaciones	Residentes en el Extranjero	2019M08	11.390
06 Cantabria	Pernoctaciones	Residentes en el Extranjero	2019M07	12.451
06 Cantabria	Pernoctaciones	Residentes en el Extranjero	2019M06	4.729
06 Cantabria	Pernoctaciones	Residentes en el Extranjero	2019M05	2.639
06 Cantabria	Pernoctaciones	Residentes en el Extranjero	2019M04	1.898
06 Cantabria	Pernoctaciones	Residentes en el Extranjero	2019M03	1.279
06 Cantabria	Pernoctaciones	Residentes en el Extranjero	2019M02	766
06 Cantabria	Pernoctaciones	Residentes en el Extranjero	2019M01	731
06 Cantabria	Pernoctaciones	Residentes en el Extranjero	2018M12	2.344
06 Cantabria	Pernoctaciones	Residentes en el Extranjero	2018M11	2.197
06 Cantabria	Pernoctaciones	Residentes en el Extranjero	2018M10	5.807
06 Cantabria	Pernoctaciones	Residentes en el Extranjero	2018M09	10.666
06 Cantabria	Pernoctaciones	Residentes en el Extranjero	2018M08	16.298
06 Cantabria	Pernoctaciones	Residentes en el Extranjero	2018M07	17.449
06 Cantabria	Pernoctaciones	Residentes en el Extranjero	2018M06	11.462
06 Cantabria	Pernoctaciones	Residentes en el Extranjero	2018M05	7.411
06 Cantabria	Pernoctaciones	Residentes en el Extranjero	2018M04	4.898
06 Cantabria	Pernoctaciones	Residentes en el Extranjero	2018M03	1.527
06 Cantabria	Pernoctaciones	Residentes en el Extranjero	2018M02	4.460
06 Cantabria	Pernoctaciones	Residentes en el Extranjero	2018M01	4.536
07 Castilla y León	Viajero	Total 	2021M08	29.489
07 Castilla y León	Viajero	Total 	2021M07	23.242
07 Castilla y León	Viajero	Total 	2021M06	12.204
07 Castilla y León	Viajero	Total 	2021M05	8.859
07 Castilla y León	Viajero	Total 	2021M04	5.867
07 Castilla y León	Viajero	Total 	2021M03	4.702
07 Castilla y León	Viajero	Total 	2021M02	2.686
07 Castilla y León	Viajero	Total 	2021M01	2.464
07 Castilla y León	Viajero	Total 	2020M12	3.425
07 Castilla y León	Viajero	Total 	2020M11	2.088
07 Castilla y León	Viajero	Total 	2020M10	6.558
07 Castilla y León	Viajero	Total 	2020M09	9.355
07 Castilla y León	Viajero	Total 	2020M08	19.982
07 Castilla y León	Viajero	Total 	2020M07	16.345
07 Castilla y León	Viajero	Total 	2020M06	1.650
07 Castilla y León	Viajero	Total 	2020M05	211
07 Castilla y León	Viajero	Total 	2020M04	0
07 Castilla y León	Viajero	Total 	2020M03	2.574
07 Castilla y León	Viajero	Total 	2020M02	12.292
07 Castilla y León	Viajero	Total 	2020M01	8.453
07 Castilla y León	Viajero	Total 	2019M12	15.229
07 Castilla y León	Viajero	Total 	2019M11	14.042
07 Castilla y León	Viajero	Total 	2019M10	16.477
07 Castilla y León	Viajero	Total 	2019M09	16.288
07 Castilla y León	Viajero	Total 	2019M08	25.238
07 Castilla y León	Viajero	Total 	2019M07	20.767
07 Castilla y León	Viajero	Total 	2019M06	16.140
07 Castilla y León	Viajero	Total 	2019M05	15.863
07 Castilla y León	Viajero	Total 	2019M04	15.116
07 Castilla y León	Viajero	Total 	2019M03	14.946
07 Castilla y León	Viajero	Total 	2019M02	10.041
07 Castilla y León	Viajero	Total 	2019M01	7.447
07 Castilla y León	Viajero	Total 	2018M12	14.657
07 Castilla y León	Viajero	Total 	2018M11	11.999
07 Castilla y León	Viajero	Total 	2018M10	19.214
07 Castilla y León	Viajero	Total 	2018M09	19.003
07 Castilla y León	Viajero	Total 	2018M08	26.911
07 Castilla y León	Viajero	Total 	2018M07	22.464
07 Castilla y León	Viajero	Total 	2018M06	17.264
07 Castilla y León	Viajero	Total 	2018M05	14.062
07 Castilla y León	Viajero	Total 	2018M04	16.733
07 Castilla y León	Viajero	Total 	2018M03	16.601
07 Castilla y León	Viajero	Total 	2018M02	11.180
07 Castilla y León	Viajero	Total 	2018M01	7.387
07 Castilla y León	Viajero	Residentes en España	2021M08	26.219
07 Castilla y León	Viajero	Residentes en España	2021M07	20.002
07 Castilla y León	Viajero	Residentes en España	2021M06	11.300
07 Castilla y León	Viajero	Residentes en España	2021M05	8.176
07 Castilla y León	Viajero	Residentes en España	2021M04	5.706
07 Castilla y León	Viajero	Residentes en España	2021M03	4.551
07 Castilla y León	Viajero	Residentes en España	2021M02	2.633
07 Castilla y León	Viajero	Residentes en España	2021M01	2.342
07 Castilla y León	Viajero	Residentes en España	2020M12	3.251
07 Castilla y León	Viajero	Residentes en España	2020M11	1.906
07 Castilla y León	Viajero	Residentes en España	2020M10	6.056
07 Castilla y León	Viajero	Residentes en España	2020M09	8.871
07 Castilla y León	Viajero	Residentes en España	2020M08	18.674
07 Castilla y León	Viajero	Residentes en España	2020M07	15.855
07 Castilla y León	Viajero	Residentes en España	2020M06	1.559
07 Castilla y León	Viajero	Residentes en España	2020M05	.
07 Castilla y León	Viajero	Residentes en España	2020M04	0
07 Castilla y León	Viajero	Residentes en España	2020M03	2.387
07 Castilla y León	Viajero	Residentes en España	2020M02	11.256
07 Castilla y León	Viajero	Residentes en España	2020M01	7.374
07 Castilla y León	Viajero	Residentes en España	2019M12	13.835
07 Castilla y León	Viajero	Residentes en España	2019M11	13.000
07 Castilla y León	Viajero	Residentes en España	2019M10	14.473
07 Castilla y León	Viajero	Residentes en España	2019M09	13.956
07 Castilla y León	Viajero	Residentes en España	2019M08	22.085
07 Castilla y León	Viajero	Residentes en España	2019M07	16.552
07 Castilla y León	Viajero	Residentes en España	2019M06	13.435
07 Castilla y León	Viajero	Residentes en España	2019M05	12.879
07 Castilla y León	Viajero	Residentes en España	2019M04	13.320
07 Castilla y León	Viajero	Residentes en España	2019M03	13.554
07 Castilla y León	Viajero	Residentes en España	2019M02	8.373
07 Castilla y León	Viajero	Residentes en España	2019M01	6.606
07 Castilla y León	Viajero	Residentes en España	2018M12	12.714
07 Castilla y León	Viajero	Residentes en España	2018M11	10.716
07 Castilla y León	Viajero	Residentes en España	2018M10	16.619
07 Castilla y León	Viajero	Residentes en España	2018M09	15.422
07 Castilla y León	Viajero	Residentes en España	2018M08	22.833
07 Castilla y León	Viajero	Residentes en España	2018M07	18.001
07 Castilla y León	Viajero	Residentes en España	2018M06	14.092
07 Castilla y León	Viajero	Residentes en España	2018M05	11.460
07 Castilla y León	Viajero	Residentes en España	2018M04	14.953
07 Castilla y León	Viajero	Residentes en España	2018M03	15.069
07 Castilla y León	Viajero	Residentes en España	2018M02	10.079
07 Castilla y León	Viajero	Residentes en España	2018M01	6.553
07 Castilla y León	Viajero	Residentes en el Extranjero	2021M08	3.270
07 Castilla y León	Viajero	Residentes en el Extranjero	2021M07	3.240
07 Castilla y León	Viajero	Residentes en el Extranjero	2021M06	904
07 Castilla y León	Viajero	Residentes en el Extranjero	2021M05	684
07 Castilla y León	Viajero	Residentes en el Extranjero	2021M04	161
07 Castilla y León	Viajero	Residentes en el Extranjero	2021M03	151
07 Castilla y León	Viajero	Residentes en el Extranjero	2021M02	53
07 Castilla y León	Viajero	Residentes en el Extranjero	2021M01	122
07 Castilla y León	Viajero	Residentes en el Extranjero	2020M12	174
07 Castilla y León	Viajero	Residentes en el Extranjero	2020M11	182
07 Castilla y León	Viajero	Residentes en el Extranjero	2020M10	502
07 Castilla y León	Viajero	Residentes en el Extranjero	2020M09	484
07 Castilla y León	Viajero	Residentes en el Extranjero	2020M08	1.308
07 Castilla y León	Viajero	Residentes en el Extranjero	2020M07	490
07 Castilla y León	Viajero	Residentes en el Extranjero	2020M06	91
07 Castilla y León	Viajero	Residentes en el Extranjero	2020M05	.
07 Castilla y León	Viajero	Residentes en el Extranjero	2020M04	0
07 Castilla y León	Viajero	Residentes en el Extranjero	2020M03	187
07 Castilla y León	Viajero	Residentes en el Extranjero	2020M02	1.036
07 Castilla y León	Viajero	Residentes en el Extranjero	2020M01	1.079
07 Castilla y León	Viajero	Residentes en el Extranjero	2019M12	1.394
07 Castilla y León	Viajero	Residentes en el Extranjero	2019M11	1.042
07 Castilla y León	Viajero	Residentes en el Extranjero	2019M10	2.004
07 Castilla y León	Viajero	Residentes en el Extranjero	2019M09	2.331
07 Castilla y León	Viajero	Residentes en el Extranjero	2019M08	3.153
07 Castilla y León	Viajero	Residentes en el Extranjero	2019M07	4.215
07 Castilla y León	Viajero	Residentes en el Extranjero	2019M06	2.705
07 Castilla y León	Viajero	Residentes en el Extranjero	2019M05	2.984
07 Castilla y León	Viajero	Residentes en el Extranjero	2019M04	1.796
07 Castilla y León	Viajero	Residentes en el Extranjero	2019M03	1.392
07 Castilla y León	Viajero	Residentes en el Extranjero	2019M02	1.669
07 Castilla y León	Viajero	Residentes en el Extranjero	2019M01	842
07 Castilla y León	Viajero	Residentes en el Extranjero	2018M12	1.944
07 Castilla y León	Viajero	Residentes en el Extranjero	2018M11	1.283
07 Castilla y León	Viajero	Residentes en el Extranjero	2018M10	2.595
07 Castilla y León	Viajero	Residentes en el Extranjero	2018M09	3.582
07 Castilla y León	Viajero	Residentes en el Extranjero	2018M08	4.078
07 Castilla y León	Viajero	Residentes en el Extranjero	2018M07	4.463
07 Castilla y León	Viajero	Residentes en el Extranjero	2018M06	3.172
07 Castilla y León	Viajero	Residentes en el Extranjero	2018M05	2.603
07 Castilla y León	Viajero	Residentes en el Extranjero	2018M04	1.780
07 Castilla y León	Viajero	Residentes en el Extranjero	2018M03	1.532
07 Castilla y León	Viajero	Residentes en el Extranjero	2018M02	1.101
07 Castilla y León	Viajero	Residentes en el Extranjero	2018M01	834
07 Castilla y León	Pernoctaciones	Total 	2021M08	90.176
07 Castilla y León	Pernoctaciones	Total 	2021M07	58.497
07 Castilla y León	Pernoctaciones	Total 	2021M06	29.772
07 Castilla y León	Pernoctaciones	Total 	2021M05	23.183
07 Castilla y León	Pernoctaciones	Total 	2021M04	15.908
07 Castilla y León	Pernoctaciones	Total 	2021M03	12.792
07 Castilla y León	Pernoctaciones	Total 	2021M02	9.180
07 Castilla y León	Pernoctaciones	Total 	2021M01	9.166
07 Castilla y León	Pernoctaciones	Total 	2020M12	10.333
07 Castilla y León	Pernoctaciones	Total 	2020M11	9.589
07 Castilla y León	Pernoctaciones	Total 	2020M10	17.616
07 Castilla y León	Pernoctaciones	Total 	2020M09	24.432
07 Castilla y León	Pernoctaciones	Total 	2020M08	65.202
07 Castilla y León	Pernoctaciones	Total 	2020M07	45.920
07 Castilla y León	Pernoctaciones	Total 	2020M06	4.558
07 Castilla y León	Pernoctaciones	Total 	2020M05	1.205
07 Castilla y León	Pernoctaciones	Total 	2020M04	0
07 Castilla y León	Pernoctaciones	Total 	2020M03	4.915
07 Castilla y León	Pernoctaciones	Total 	2020M02	23.990
07 Castilla y León	Pernoctaciones	Total 	2020M01	17.643
07 Castilla y León	Pernoctaciones	Total 	2019M12	38.437
07 Castilla y León	Pernoctaciones	Total 	2019M11	31.386
07 Castilla y León	Pernoctaciones	Total 	2019M10	34.480
07 Castilla y León	Pernoctaciones	Total 	2019M09	37.522
07 Castilla y León	Pernoctaciones	Total 	2019M08	76.713
07 Castilla y León	Pernoctaciones	Total 	2019M07	53.065
07 Castilla y León	Pernoctaciones	Total 	2019M06	34.985
07 Castilla y León	Pernoctaciones	Total 	2019M05	34.099
07 Castilla y León	Pernoctaciones	Total 	2019M04	36.757
07 Castilla y León	Pernoctaciones	Total 	2019M03	32.749
07 Castilla y León	Pernoctaciones	Total 	2019M02	21.397
07 Castilla y León	Pernoctaciones	Total 	2019M01	18.989
07 Castilla y León	Pernoctaciones	Total 	2018M12	35.687
07 Castilla y León	Pernoctaciones	Total 	2018M11	28.949
07 Castilla y León	Pernoctaciones	Total 	2018M10	42.905
07 Castilla y León	Pernoctaciones	Total 	2018M09	42.192
07 Castilla y León	Pernoctaciones	Total 	2018M08	78.493
07 Castilla y León	Pernoctaciones	Total 	2018M07	57.525
07 Castilla y León	Pernoctaciones	Total 	2018M06	36.310
07 Castilla y León	Pernoctaciones	Total 	2018M05	29.204
07 Castilla y León	Pernoctaciones	Total 	2018M04	37.330
07 Castilla y León	Pernoctaciones	Total 	2018M03	39.661
07 Castilla y León	Pernoctaciones	Total 	2018M02	24.126
07 Castilla y León	Pernoctaciones	Total 	2018M01	20.545
07 Castilla y León	Pernoctaciones	Residentes en España	2021M08	83.249
07 Castilla y León	Pernoctaciones	Residentes en España	2021M07	51.717
07 Castilla y León	Pernoctaciones	Residentes en España	2021M06	26.885
07 Castilla y León	Pernoctaciones	Residentes en España	2021M05	21.126
07 Castilla y León	Pernoctaciones	Residentes en España	2021M04	14.919
07 Castilla y León	Pernoctaciones	Residentes en España	2021M03	11.930
07 Castilla y León	Pernoctaciones	Residentes en España	2021M02	8.433
07 Castilla y León	Pernoctaciones	Residentes en España	2021M01	8.341
07 Castilla y León	Pernoctaciones	Residentes en España	2020M12	8.994
07 Castilla y León	Pernoctaciones	Residentes en España	2020M11	6.918
07 Castilla y León	Pernoctaciones	Residentes en España	2020M10	14.924
07 Castilla y León	Pernoctaciones	Residentes en España	2020M09	22.408
07 Castilla y León	Pernoctaciones	Residentes en España	2020M08	62.582
07 Castilla y León	Pernoctaciones	Residentes en España	2020M07	44.631
07 Castilla y León	Pernoctaciones	Residentes en España	2020M06	4.080
07 Castilla y León	Pernoctaciones	Residentes en España	2020M05	.
07 Castilla y León	Pernoctaciones	Residentes en España	2020M04	0
07 Castilla y León	Pernoctaciones	Residentes en España	2020M03	4.318
07 Castilla y León	Pernoctaciones	Residentes en España	2020M02	20.474
07 Castilla y León	Pernoctaciones	Residentes en España	2020M01	13.987
07 Castilla y León	Pernoctaciones	Residentes en España	2019M12	34.991
07 Castilla y León	Pernoctaciones	Residentes en España	2019M11	26.917
07 Castilla y León	Pernoctaciones	Residentes en España	2019M10	29.058
07 Castilla y León	Pernoctaciones	Residentes en España	2019M09	31.693
07 Castilla y León	Pernoctaciones	Residentes en España	2019M08	68.082
07 Castilla y León	Pernoctaciones	Residentes en España	2019M07	41.333
07 Castilla y León	Pernoctaciones	Residentes en España	2019M06	28.069
