,Comunidades y Ciudades Autónomas,Viajeros y pernoctaciones,Residencia,Periodo,Total
426,01 Andalucía,Pernoctaciones,Total ,2019M02,543.211
427,01 Andalucía,Pernoctaciones,Total ,2019M01,486.437
428,01 Andalucía,Pernoctaciones,Total ,2018M12,524.989
429,01 Andalucía,Pernoctaciones,Total ,2018M11,514.514
430,01 Andalucía,Pernoctaciones,Total ,2018M10,834.625
431,01 Andalucía,Pernoctaciones,Total ,2018M09,1.080.437
432,01 Andalucía,Pernoctaciones,Total ,2018M08,1.613.861
433,01 Andalucía,Pernoctaciones,Total ,2018M07,1.430.729
434,01 Andalucía,Pernoctaciones,Total ,2018M06,1.003.652
435,01 Andalucía,Pernoctaciones,Total ,2018M05,839.447
436,01 Andalucía,Pernoctaciones,Total ,2018M04,819.059
437,01 Andalucía,Pernoctaciones,Total ,2018M03,672.076
438,01 Andalucía,Pernoctaciones,Total ,2018M02,526.859
439,01 Andalucía,Pernoctaciones,Total ,2018M01,453.283
440,01 Andalucía,Pernoctaciones,Residentes en España,2021M08,1.097.302
441,01 Andalucía,Pernoctaciones,Residentes en España,2021M07,845.719
442,01 Andalucía,Pernoctaciones,Residentes en España,2021M06,365.923
443,01 Andalucía,Pernoctaciones,Residentes en España,2021M05,173.817
444,01 Andalucía,Pernoctaciones,Residentes en España,2021M04,87.757
445,01 Andalucía,Pernoctaciones,Residentes en España,2021M03,85.502
446,01 Andalucía,Pernoctaciones,Residentes en España,2021M02,56.975
447,01 Andalucía,Pernoctaciones,Residentes en España,2021M01,67.583
448,01 Andalucía,Pernoctaciones,Residentes en España,2020M12,68.845
449,01 Andalucía,Pernoctaciones,Residentes en España,2020M11,43.710
450,01 Andalucía,Pernoctaciones,Residentes en España,2020M10,142.636
451,01 Andalucía,Pernoctaciones,Residentes en España,2020M09,318.840
452,01 Andalucía,Pernoctaciones,Residentes en España,2020M08,785.328
453,01 Andalucía,Pernoctaciones,Residentes en España,2020M07,496.972
454,01 Andalucía,Pernoctaciones,Residentes en España,2020M06,78.323
455,01 Andalucía,Pernoctaciones,Residentes en España,2020M05,.
456,01 Andalucía,Pernoctaciones,Residentes en España,2020M04,0
457,01 Andalucía,Pernoctaciones,Residentes en España,2020M03,48.851
458,01 Andalucía,Pernoctaciones,Residentes en España,2020M02,163.508
459,01 Andalucía,Pernoctaciones,Residentes en España,2020M01,135.286
460,01 Andalucía,Pernoctaciones,Residentes en España,2019M12,199.890
461,01 Andalucía,Pernoctaciones,Residentes en España,2019M11,137.605
462,01 Andalucía,Pernoctaciones,Residentes en España,2019M10,169.026
463,01 Andalucía,Pernoctaciones,Residentes en España,2019M09,442.440
464,01 Andalucía,Pernoctaciones,Residentes en España,2019M08,927.735
465,01 Andalucía,Pernoctaciones,Residentes en España,2019M07,707.771
466,01 Andalucía,Pernoctaciones,Residentes en España,2019M06,404.256
467,01 Andalucía,Pernoctaciones,Residentes en España,2019M05,272.072
468,01 Andalucía,Pernoctaciones,Residentes en España,2019M04,288.740
469,01 Andalucía,Pernoctaciones,Residentes en España,2019M03,182.512
470,01 Andalucía,Pernoctaciones,Residentes en España,2019M02,140.924
471,01 Andalucía,Pernoctaciones,Residentes en España,2019M01,133.125
472,01 Andalucía,Pernoctaciones,Residentes en España,2018M12,205.894
473,01 Andalucía,Pernoctaciones,Residentes en España,2018M11,133.926
474,01 Andalucía,Pernoctaciones,Residentes en España,2018M10,172.428
475,01 Andalucía,Pernoctaciones,Residentes en España,2018M09,409.006
476,01 Andalucía,Pernoctaciones,Residentes en España,2018M08,818.059
477,01 Andalucía,Pernoctaciones,Residentes en España,2018M07,668.350
478,01 Andalucía,Pernoctaciones,Residentes en España,2018M06,347.107
479,01 Andalucía,Pernoctaciones,Residentes en España,2018M05,204.539
480,01 Andalucía,Pernoctaciones,Residentes en España,2018M04,202.006
481,01 Andalucía,Pernoctaciones,Residentes en España,2018M03,213.643
482,01 Andalucía,Pernoctaciones,Residentes en España,2018M02,120.390
483,01 Andalucía,Pernoctaciones,Residentes en España,2018M01,112.215
484,01 Andalucía,Pernoctaciones,Residentes en el Extranjero,2021M08,376.393
485,01 Andalucía,Pernoctaciones,Residentes en el Extranjero,2021M07,285.927
486,01 Andalucía,Pernoctaciones,Residentes en el Extranjero,2021M06,133.416
487,01 Andalucía,Pernoctaciones,Residentes en el Extranjero,2021M05,77.397
488,01 Andalucía,Pernoctaciones,Residentes en el Extranjero,2021M04,44.023
489,01 Andalucía,Pernoctaciones,Residentes en el Extranjero,2021M03,45.501
490,01 Andalucía,Pernoctaciones,Residentes en el Extranjero,2021M02,28.078
491,01 Andalucía,Pernoctaciones,Residentes en el Extranjero,2021M01,33.534
492,01 Andalucía,Pernoctaciones,Residentes en el Extranjero,2020M12,32.911
493,01 Andalucía,Pernoctaciones,Residentes en el Extranjero,2020M11,26.010
494,01 Andalucía,Pernoctaciones,Residentes en el Extranjero,2020M10,63.621
495,01 Andalucía,Pernoctaciones,Residentes en el Extranjero,2020M09,82.000
496,01 Andalucía,Pernoctaciones,Residentes en el Extranjero,2020M08,191.767
497,01 Andalucía,Pernoctaciones,Residentes en el Extranjero,2020M07,118.876
498,01 Andalucía,Pernoctaciones,Residentes en el Extranjero,2020M06,7.861
499,01 Andalucía,Pernoctaciones,Residentes en el Extranjero,2020M05,.
500,01 Andalucía,Pernoctaciones,Residentes en el Extranjero,2020M04,0
501,01 Andalucía,Pernoctaciones,Residentes en el Extranjero,2020M03,181.909
502,01 Andalucía,Pernoctaciones,Residentes en el Extranjero,2020M02,405.683
503,01 Andalucía,Pernoctaciones,Residentes en el Extranjero,2020M01,339.367
504,01 Andalucía,Pernoctaciones,Residentes en el Extranjero,2019M12,320.733
505,01 Andalucía,Pernoctaciones,Residentes en el Extranjero,2019M11,383.190
506,01 Andalucía,Pernoctaciones,Residentes en el Extranjero,2019M10,674.534
507,01 Andalucía,Pernoctaciones,Residentes en el Extranjero,2019M09,675.925
508,01 Andalucía,Pernoctaciones,Residentes en el Extranjero,2019M08,791.393
509,01 Andalucía,Pernoctaciones,Residentes en el Extranjero,2019M07,771.221
510,01 Andalucía,Pernoctaciones,Residentes en el Extranjero,2019M06,692.200
511,01 Andalucía,Pernoctaciones,Residentes en el Extranjero,2019M05,616.292
512,01 Andalucía,Pernoctaciones,Residentes en el Extranjero,2019M04,599.235
513,01 Andalucía,Pernoctaciones,Residentes en el Extranjero,2019M03,479.069
514,01 Andalucía,Pernoctaciones,Residentes en el Extranjero,2019M02,402.287
515,01 Andalucía,Pernoctaciones,Residentes en el Extranjero,2019M01,353.312
516,01 Andalucía,Pernoctaciones,Residentes en el Extranjero,2018M12,319.095
517,01 Andalucía,Pernoctaciones,Residentes en el Extranjero,2018M11,380.588
518,01 Andalucía,Pernoctaciones,Residentes en el Extranjero,2018M10,662.197
519,01 Andalucía,Pernoctaciones,Residentes en el Extranjero,2018M09,671.431
520,01 Andalucía,Pernoctaciones,Residentes en el Extranjero,2018M08,795.802
521,01 Andalucía,Pernoctaciones,Residentes en el Extranjero,2018M07,762.379
522,01 Andalucía,Pernoctaciones,Residentes en el Extranjero,2018M06,656.545
523,01 Andalucía,Pernoctaciones,Residentes en el Extranjero,2018M05,634.908
524,01 Andalucía,Pernoctaciones,Residentes en el Extranjero,2018M04,617.053
525,01 Andalucía,Pernoctaciones,Residentes en el Extranjero,2018M03,458.433
526,01 Andalucía,Pernoctaciones,Residentes en el Extranjero,2018M02,406.469
527,01 Andalucía,Pernoctaciones,Residentes en el Extranjero,2018M01,341.068
528,02 Aragón,Viajero,Total ,2021M08,32.168
529,02 Aragón,Viajero,Total ,2021M07,25.867
530,02 Aragón,Viajero,Total ,2021M06,14.791
531,02 Aragón,Viajero,Total ,2021M05,7.431
532,02 Aragón,Viajero,Total ,2021M04,5.994
533,02 Aragón,Viajero,Total ,2021M03,4.314
534,02 Aragón,Viajero,Total ,2021M02,1.858
535,02 Aragón,Viajero,Total ,2021M01,1.604
536,02 Aragón,Viajero,Total ,2020M12,2.255
537,02 Aragón,Viajero,Total ,2020M11,958
538,02 Aragón,Viajero,Total ,2020M10,12.710
539,02 Aragón,Viajero,Total ,2020M09,11.500
540,02 Aragón,Viajero,Total ,2020M08,19.778
541,02 Aragón,Viajero,Total ,2020M07,17.000
542,02 Aragón,Viajero,Total ,2020M06,5.194
543,02 Aragón,Viajero,Total ,2020M05,560
544,02 Aragón,Viajero,Total ,2020M04,0
545,02 Aragón,Viajero,Total ,2020M03,6.246
546,02 Aragón,Viajero,Total ,2020M02,18.767
547,02 Aragón,Viajero,Total ,2020M01,14.561
548,02 Aragón,Viajero,Total ,2019M12,17.943
549,02 Aragón,Viajero,Total ,2019M11,11.346
550,02 Aragón,Viajero,Total ,2019M10,15.663
551,02 Aragón,Viajero,Total ,2019M09,15.864
552,02 Aragón,Viajero,Total ,2019M08,27.986
553,02 Aragón,Viajero,Total ,2019M07,19.899
554,02 Aragón,Viajero,Total ,2019M06,16.175
555,02 Aragón,Viajero,Total ,2019M05,13.029
556,02 Aragón,Viajero,Total ,2019M04,18.143
557,02 Aragón,Viajero,Total ,2019M03,17.469
558,02 Aragón,Viajero,Total ,2019M02,14.874
559,02 Aragón,Viajero,Total ,2019M01,9.193
560,02 Aragón,Viajero,Total ,2018M12,15.430
561,02 Aragón,Viajero,Total ,2018M11,11.796
562,02 Aragón,Viajero,Total ,2018M10,16.449
563,02 Aragón,Viajero,Total ,2018M09,15.808
564,02 Aragón,Viajero,Total ,2018M08,28.143
565,02 Aragón,Viajero,Total ,2018M07,18.757
566,02 Aragón,Viajero,Total ,2018M06,14.558
567,02 Aragón,Viajero,Total ,2018M05,15.389
568,02 Aragón,Viajero,Total ,2018M04,19.136
569,02 Aragón,Viajero,Total ,2018M03,19.658
570,02 Aragón,Viajero,Total ,2018M02,16.689
571,02 Aragón,Viajero,Total ,2018M01,13.415
572,02 Aragón,Viajero,Residentes en España,2021M08,29.032
573,02 Aragón,Viajero,Residentes en España,2021M07,23.391
574,02 Aragón,Viajero,Residentes en España,2021M06,14.212
575,02 Aragón,Viajero,Residentes en España,2021M05,6.983
576,02 Aragón,Viajero,Residentes en España,2021M04,5.913
577,02 Aragón,Viajero,Residentes en España,2021M03,4.209
578,02 Aragón,Viajero,Residentes en España,2021M02,1.803
579,02 Aragón,Viajero,Residentes en España,2021M01,1.522
580,02 Aragón,Viajero,Residentes en España,2020M12,2.153
581,02 Aragón,Viajero,Residentes en España,2020M11,867
582,02 Aragón,Viajero,Residentes en España,2020M10,11.838
583,02 Aragón,Viajero,Residentes en España,2020M09,11.195
584,02 Aragón,Viajero,Residentes en España,2020M08,18.771
585,02 Aragón,Viajero,Residentes en España,2020M07,16.236
586,02 Aragón,Viajero,Residentes en España,2020M06,4.945
587,02 Aragón,Viajero,Residentes en España,2020M05,.
588,02 Aragón,Viajero,Residentes en España,2020M04,0
589,02 Aragón,Viajero,Residentes en España,2020M03,5.695
590,02 Aragón,Viajero,Residentes en España,2020M02,17.159
591,02 Aragón,Viajero,Residentes en España,2020M01,13.157
592,02 Aragón,Viajero,Residentes en España,2019M12,16.920
593,02 Aragón,Viajero,Residentes en España,2019M11,10.169
594,02 Aragón,Viajero,Residentes en España,2019M10,13.674
595,02 Aragón,Viajero,Residentes en España,2019M09,12.911
596,02 Aragón,Viajero,Residentes en España,2019M08,23.932
597,02 Aragón,Viajero,Residentes en España,2019M07,15.496
598,02 Aragón,Viajero,Residentes en España,2019M06,13.513
599,02 Aragón,Viajero,Residentes en España,2019M05,10.627
600,02 Aragón,Viajero,Residentes en España,2019M04,15.638
601,02 Aragón,Viajero,Residentes en España,2019M03,15.802
602,02 Aragón,Viajero,Residentes en España,2019M02,13.559
603,02 Aragón,Viajero,Residentes en España,2019M01,8.204
604,02 Aragón,Viajero,Residentes en España,2018M12,14.264
605,02 Aragón,Viajero,Residentes en España,2018M11,10.865
606,02 Aragón,Viajero,Residentes en España,2018M10,14.570
607,02 Aragón,Viajero,Residentes en España,2018M09,12.970
608,02 Aragón,Viajero,Residentes en España,2018M08,23.310
609,02 Aragón,Viajero,Residentes en España,2018M07,15.636
610,02 Aragón,Viajero,Residentes en España,2018M06,11.856
611,02 Aragón,Viajero,Residentes en España,2018M05,12.368
612,02 Aragón,Viajero,Residentes en España,2018M04,16.939
613,02 Aragón,Viajero,Residentes en España,2018M03,18.195
614,02 Aragón,Viajero,Residentes en España,2018M02,15.410
615,02 Aragón,Viajero,Residentes en España,2018M01,12.621
616,02 Aragón,Viajero,Residentes en el Extranjero,2021M08,3.136
617,02 Aragón,Viajero,Residentes en el Extranjero,2021M07,2.477
618,02 Aragón,Viajero,Residentes en el Extranjero,2021M06,579
619,02 Aragón,Viajero,Residentes en el Extranjero,2021M05,448
620,02 Aragón,Viajero,Residentes en el Extranjero,2021M04,81
621,02 Aragón,Viajero,Residentes en el Extranjero,2021M03,104
622,02 Aragón,Viajero,Residentes en el Extranjero,2021M02,55
623,02 Aragón,Viajero,Residentes en el Extranjero,2021M01,82
624,02 Aragón,Viajero,Residentes en el Extranjero,2020M12,102
625,02 Aragón,Viajero,Residentes en el Extranjero,2020M11,91
626,02 Aragón,Viajero,Residentes en el Extranjero,2020M10,872
627,02 Aragón,Viajero,Residentes en el Extranjero,2020M09,305
628,02 Aragón,Viajero,Residentes en el Extranjero,2020M08,1.007
629,02 Aragón,Viajero,Residentes en el Extranjero,2020M07,763
630,02 Aragón,Viajero,Residentes en el Extranjero,2020M06,248
631,02 Aragón,Viajero,Residentes en el Extranjero,2020M05,.
632,02 Aragón,Viajero,Residentes en el Extranjero,2020M04,0
633,02 Aragón,Viajero,Residentes en el Extranjero,2020M03,550
634,02 Aragón,Viajero,Residentes en el Extranjero,2020M02,1.608
635,02 Aragón,Viajero,Residentes en el Extranjero,2020M01,1.404
636,02 Aragón,Viajero,Residentes en el Extranjero,2019M12,1.023
637,02 Aragón,Viajero,Residentes en el Extranjero,2019M11,1.178
638,02 Aragón,Viajero,Residentes en el Extranjero,2019M10,1.989
639,02 Aragón,Viajero,Residentes en el Extranjero,2019M09,2.954
640,02 Aragón,Viajero,Residentes en el Extranjero,2019M08,4.055
641,02 Aragón,Viajero,Residentes en el Extranjero,2019M07,4.403
642,02 Aragón,Viajero,Residentes en el Extranjero,2019M06,2.663
643,02 Aragón,Viajero,Residentes en el Extranjero,2019M05,2.402
644,02 Aragón,Viajero,Residentes en el Extranjero,2019M04,2.505
645,02 Aragón,Viajero,Residentes en el Extranjero,2019M03,1.667
646,02 Aragón,Viajero,Residentes en el Extranjero,2019M02,1.315
647,02 Aragón,Viajero,Residentes en el Extranjero,2019M01,989
648,02 Aragón,Viajero,Residentes en el Extranjero,2018M12,1.165
649,02 Aragón,Viajero,Residentes en el Extranjero,2018M11,931
650,02 Aragón,Viajero,Residentes en el Extranjero,2018M10,1.879
651,02 Aragón,Viajero,Residentes en el Extranjero,2018M09,2.838
652,02 Aragón,Viajero,Residentes en el Extranjero,2018M08,4.833
653,02 Aragón,Viajero,Residentes en el Extranjero,2018M07,3.121
654,02 Aragón,Viajero,Residentes en el Extranjero,2018M06,2.702
655,02 Aragón,Viajero,Residentes en el Extranjero,2018M05,3.021
656,02 Aragón,Viajero,Residentes en el Extranjero,2018M04,2.197
657,02 Aragón,Viajero,Residentes en el Extranjero,2018M03,1.463
658,02 Aragón,Viajero,Residentes en el Extranjero,2018M02,1.278
659,02 Aragón,Viajero,Residentes en el Extranjero,2018M01,793
660,02 Aragón,Pernoctaciones,Total ,2021M08,130.990
661,02 Aragón,Pernoctaciones,Total ,2021M07,86.270
662,02 Aragón,Pernoctaciones,Total ,2021M06,39.045
663,02 Aragón,Pernoctaciones,Total ,2021M05,19.857
664,02 Aragón,Pernoctaciones,Total ,2021M04,17.895
665,02 Aragón,Pernoctaciones,Total ,2021M03,14.398
666,02 Aragón,Pernoctaciones,Total ,2021M02,7.011
667,02 Aragón,Pernoctaciones,Total ,2021M01,6.903
668,02 Aragón,Pernoctaciones,Total ,2020M12,8.189
669,02 Aragón,Pernoctaciones,Total ,2020M11,6.643
670,02 Aragón,Pernoctaciones,Total ,2020M10,35.574
671,02 Aragón,Pernoctaciones,Total ,2020M09,36.817
672,02 Aragón,Pernoctaciones,Total ,2020M08,96.828
673,02 Aragón,Pernoctaciones,Total ,2020M07,63.923
674,02 Aragón,Pernoctaciones,Total ,2020M06,17.044
675,02 Aragón,Pernoctaciones,Total ,2020M05,6.817
676,02 Aragón,Pernoctaciones,Total ,2020M04,0
677,02 Aragón,Pernoctaciones,Total ,2020M03,19.963
678,02 Aragón,Pernoctaciones,Total ,2020M02,53.685
679,02 Aragón,Pernoctaciones,Total ,2020M01,45.230
680,02 Aragón,Pernoctaciones,Total ,2019M12,53.725
681,02 Aragón,Pernoctaciones,Total ,2019M11,29.214
682,02 Aragón,Pernoctaciones,Total ,2019M10,39.846
683,02 Aragón,Pernoctaciones,Total ,2019M09,47.306
684,02 Aragón,Pernoctaciones,Total ,2019M08,109.714
685,02 Aragón,Pernoctaciones,Total ,2019M07,69.386
686,02 Aragón,Pernoctaciones,Total ,2019M06,45.071
687,02 Aragón,Pernoctaciones,Total ,2019M05,33.467
688,02 Aragón,Pernoctaciones,Total ,2019M04,53.042
689,02 Aragón,Pernoctaciones,Total ,2019M03,45.078
690,02 Aragón,Pernoctaciones,Total ,2019M02,39.816
691,02 Aragón,Pernoctaciones,Total ,2019M01,27.081
692,02 Aragón,Pernoctaciones,Total ,2018M12,47.265
693,02 Aragón,Pernoctaciones,Total ,2018M11,30.951
694,02 Aragón,Pernoctaciones,Total ,2018M10,44.912
695,02 Aragón,Pernoctaciones,Total ,2018M09,50.258
696,02 Aragón,Pernoctaciones,Total ,2018M08,114.961
697,02 Aragón,Pernoctaciones,Total ,2018M07,64.785
698,02 Aragón,Pernoctaciones,Total ,2018M06,40.702
699,02 Aragón,Pernoctaciones,Total ,2018M05,41.056
700,02 Aragón,Pernoctaciones,Total ,2018M04,48.138
701,02 Aragón,Pernoctaciones,Total ,2018M03,53.210
702,02 Aragón,Pernoctaciones,Total ,2018M02,44.166
703,02 Aragón,Pernoctaciones,Total ,2018M01,46.482
704,02 Aragón,Pernoctaciones,Residentes en España,2021M08,118.086
705,02 Aragón,Pernoctaciones,Residentes en España,2021M07,77.743
706,02 Aragón,Pernoctaciones,Residentes en España,2021M06,36.617
707,02 Aragón,Pernoctaciones,Residentes en España,2021M05,18.127
708,02 Aragón,Pernoctaciones,Residentes en España,2021M04,17.013
709,02 Aragón,Pernoctaciones,Residentes en España,2021M03,13.423
